months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
453,29,975357,2006-06-01,IN,250/500,977,1472.14,43260,598509,MALE,MD,craft-repair,yachting,other-relative,579,0,2015-02-19,Vehicle Theft,U,Trivial Damage,None,SC,Northbrook,9639 Britain Ridge,17,1,NO,1,2,U,10226,948,1893,6380,Toyota,92x,1999,N
263,25,578921,2003-09-13,IL,250/500,1040,1524.79,7322216,434436,FEMALE,Masters,transport-moving,basketball,husband,2194,0,2015-02-15,Vehicle Theft,U,Trivial Damage,None,VA,Hillsdale,9529 4th Drive,4,1,U,2,2,U,14733,1067,1316,9438,Suburu,C300,1995,Y
289,37,407631,2009-08-03,IN,250/500,500,1417.15,5569902,611250,MALE,Masters,exec-managerial,dancing,unmarried,43339,-91,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,9103 MLK Lane,16,1,U,1,2,U,68496,8725,7870,32730,Mercedes,Wrangler,1996,Y
218,38,438018,1994-10-03,OH,250/500,500,1425.31,-84588,489971,FEMALE,Masters,tech-support,camping,wife,0,0,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,9484 Pine Drive,8,3,U,1,2,NO,60938,16388,6418,47643,Nissan,TL,2012,N
452,32,852525,1991-08-22,IN,500/1000,995,1408.73,3927459,479819,MALE,JD,machine-op-inspct,sleeping,husband,0,-41566,2015-02-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,9657 5th Ave,2,1,NO,2,3,NO,51030,8969,7237,56685,Volkswagen,C300,2009,N
324,32,999435,2009-01-21,OH,500/1000,2000,1245.06,-1496,486207,FEMALE,MD,protective-serv,hiking,wife,672,-2177,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,9751 Tree St,6,1,YES,2,2,YES,83221,6276,9140,47194,Jeep,Fusion,2010,Y
479,43,852556,1995-03-28,OH,500/1000,943,1642.54,-80980,472700,FEMALE,Masters,machine-op-inspct,chess,other-relative,0,0,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,6550 Andromedia St,2,1,NO,1,3,NO,84516,6408,6628,74244,Suburu,Grand Cherokee,2015,N
151,39,992496,1997-10-24,OH,500/1000,951,1708.98,18,443557,MALE,High School,transport-moving,movies,unmarried,61301,0,2015-02-19,Single Vehicle Collision,U,Minor Damage,Police,SC,Riverwood,1126 Texas Hwy,2,1,U,0,3,NO,9059,1622,1807,615,Nissan,C300,2009,N
370,39,776447,1998-10-28,IL,250/500,2000,1392.41,-228119,475663,MALE,Associate,machine-op-inspct,board-games,not-in-family,0,-33314,2015-02-16,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Riverwood,5226 Maple St,22,1,YES,2,3,U,43710,13110,9428,33298,Chevrolet,Legacy,2004,N
394,43,214236,2000-10-18,OH,100/300,963,1121.22,85301,470174,MALE,MD,priv-house-serv,video-games,wife,40514,0,2015-01-06,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbrook,9484 Pine Drive,22,1,NO,0,2,NO,67091,9581,8321,32273,BMW,Accord,2003,N
295,37,925073,2009-06-26,OH,250/500,942,1752.34,4449149,494305,FEMALE,JD,prof-specialty,exercise,unmarried,0,0,2015-02-03,Multi-vehicle Collision,Front Collision,Total Loss,Police,NC,Arlington,6384 5th Ridge,7,1,NO,1,2,U,87154,13918,8580,47556,Jeep,Silverado,2000,N
204,33,898679,2005-02-25,OH,500/1000,998,1744.02,-47005,478914,MALE,College,farming-fishing,video-games,other-relative,53340,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7783 Lincoln Hwy,6,1,NO,1,0,U,61686,9000,14194,41143,Toyota,92x,2009,Y
275,44,792855,2001-10-19,OH,250/500,2000,1193.41,5377741,440698,FEMALE,Masters,transport-moving,movies,wife,0,0,2015-01-03,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,6493 Lincoln Lane,0,1,U,1,3,U,77358,17114,9884,42272,Toyota,Wrangler,2004,N
189,38,112339,1998-09-10,IN,100/300,1038,1866.56,89495,435243,MALE,High School,sales,yachting,not-in-family,928,-74864,2015-02-19,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,7544 Washington Ave,18,3,NO,2,2,NO,81006,7181,7067,62959,Nissan,E400,1996,N
245,43,788938,2005-10-21,OH,500/1000,987,1465.83,-75655,452684,FEMALE,JD,armed-forces,board-games,unmarried,0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbend,6604 Apache Drive,17,3,U,0,3,NO,83471,7248,7286,52454,Chevrolet,Tahoe,2009,N
273,34,939501,2009-01-21,OH,500/1000,1047,1427.09,6060478,451773,FEMALE,College,adm-clerical,bungie-jumping,not-in-family,492,-24133,2015-01-04,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,3089 Oak Ridge,9,1,U,2,2,NO,92210,14872,933,72633,Volkswagen,Passat,2000,Y
237,27,705621,2009-11-12,IL,250/500,2000,1242.29,6161393,436147,MALE,Masters,sales,dancing,not-in-family,67119,-1398,2015-01-04,Vehicle Theft,Rear Collision,Major Damage,Ambulance,NC,Springfield,3320 5th Hwy,10,3,NO,0,1,U,33792,141,7340,34343,Accura,Forrestor,2007,N
479,22,880827,2011-01-31,OH,500/1000,514,1563.46,49201,469281,FEMALE,College,other-service,kayaking,not-in-family,1615,-65885,2015-01-08,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,1215 Pine Hwy,6,1,NO,1,3,U,68536,1563,8174,9864,Mercedes,Impreza,2014,N
130,33,919793,2013-04-15,IL,250/500,978,1027.5,-89924,465725,FEMALE,Masters,adm-clerical,movies,not-in-family,0,0,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,Northbend,1553 Lincoln St,4,1,NO,2,3,NO,78756,9155,3364,43001,Suburu,Forrestor,2001,Y
201,24,771458,1991-08-22,OH,250/500,500,1758.79,-30562,458319,MALE,Masters,exec-managerial,exercise,not-in-family,2185,0,2015-02-16,Vehicle Theft,U,Trivial Damage,None,NY,Northbrook,9639 Britain Ridge,9,1,U,1,0,NO,10927,1723,1710,8754,Volkswagen,Ultima,1995,N
308,38,879486,2004-05-24,OH,250/500,973,1728.31,-62386,480556,MALE,JD,armed-forces,dancing,unmarried,47196,-42992,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbrook,9744 Texas Drive,21,4,U,1,0,YES,66470,18281,9798,31886,Chevrolet,TL,2010,N
327,34,322064,1997-07-14,IN,500/1000,1956,1468.27,-8138,460987,MALE,MD,craft-repair,kayaking,unmarried,40781,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,PA,Northbrook,7570 Cherokee Drive,4,3,U,2,3,U,68098,8719,8442,40047,Chevrolet,95,2012,Y
432,25,722793,2003-12-31,IN,500/1000,500,1040.21,65201,430104,MALE,JD,machine-op-inspct,base-jumping,husband,31022,-33812,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,4835 Britain Ridge,0,1,NO,1,2,NO,70503,1805,2335,52141,Nissan,E400,1998,N
250,37,244614,1995-04-16,OH,500/1000,568,1795.32,5341604,456834,FEMALE,MD,protective-serv,hiking,unmarried,55038,-64313,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NC,Riverwood,6193 1st Hwy,5,1,YES,0,2,NO,71978,10521,4670,53732,Volkswagen,92x,1998,N
229,39,892434,2007-04-30,OH,250/500,937,1592.4,7138,602756,FEMALE,MD,handlers-cleaners,dancing,own-child,42761,0,2015-02-07,Vehicle Theft,U,Trivial Damage,Fire,SC,Northbrook,4460 4th Lane,11,1,U,0,3,YES,11583,741,1305,9438,Suburu,X5,2000,N
342,35,922753,2002-11-28,OH,500/1000,522,2047.59,34018,439075,FEMALE,JD,sales,dancing,unmarried,62093,0,2015-01-13,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Columbus,3282 4th Lane,22,1,U,1,0,NO,95551,11705,8365,35235,Nissan,Malibu,2005,N
174,27,754694,1999-09-20,OH,500/1000,936,1704.47,139398,615040,FEMALE,MD,craft-repair,exercise,own-child,85774,0,2015-02-26,Vehicle Theft,U,Minor Damage,None,NC,Northbend,2352 Sky Drive,20,1,U,1,2,NO,6567,975,2496,2613,Toyota,Passat,2005,N
216,22,913717,1996-07-11,IN,500/1000,1014,1405.82,54839,481492,MALE,MD,farming-fishing,yachting,unmarried,71414,-42821,2015-02-22,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,8668 Flute St,20,1,NO,0,0,U,64192,9558,11485,51605,Chevrolet,Jetta,1996,N
463,21,133394,2010-09-26,IL,250/500,507,1228.52,92456,449009,FEMALE,MD,other-service,exercise,unmarried,0,0,2015-01-23,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,8749 Tree St,10,1,NO,1,0,NO,79981,11335,7735,58500,Accura,X6,1999,N
303,21,917233,2004-08-13,IN,250/500,976,1505.66,178543,618449,MALE,MD,protective-serv,video-games,other-relative,2602,-50928,2015-02-03,Vehicle Theft,U,Minor Damage,None,WV,Columbus,6493 Lincoln Lane,1,1,U,2,0,NO,1259,1420,2186,8574,Dodge,E400,2014,N
321,38,654841,2004-06-30,IN,250/500,516,1492.31,38660,609700,MALE,Masters,armed-forces,movies,unmarried,1909,-1978,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,3770 Flute Drive,8,3,NO,1,2,U,52142,6962,16137,31765,Toyota,Camry,2003,N
126,19,732713,2008-11-07,OH,250/500,1937,1309.69,77411,455265,FEMALE,College,farming-fishing,exercise,unmarried,0,-2217,2015-02-22,Parked Car,U,Minor Damage,None,SC,Riverwood,9286 Oak Ave,19,1,NO,1,1,NO,13161,2066,2316,6457,Audi,Forrestor,2006,N
129,20,360094,2006-01-01,IN,100/300,598,1188.45,6454467,469859,MALE,High School,prof-specialty,movies,husband,33752,-3418,2015-02-10,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,1126 Texas Hwy,13,1,NO,0,2,NO,64223,7369,15697,53553,Suburu,A5,2006,Y
263,32,785512,1998-01-19,OH,100/300,1966,1464.25,8039241,454411,MALE,PhD,protective-serv,yachting,wife,67287,-2539,2015-01-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Arlington,5071 Flute Ridge,1,1,U,1,3,U,66609,19559,8165,33369,Nissan,Silverado,1995,N
260,25,508325,1991-12-14,IN,500/1000,1009,1085.49,-70144,438445,FEMALE,Masters,exec-managerial,camping,not-in-family,0,-83,2015-01-09,Single Vehicle Collision,Side Collision,Minor Damage,Other,PA,Hillsdale,1320 Flute Lane,15,1,NO,1,3,NO,96451,14543,7340,49885,Toyota,E400,2001,N
235,56,358495,2009-02-08,IN,500/1000,2000,1850.96,-10704,462458,FEMALE,Masters,prof-specialty,video-games,unmarried,515,0,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Arlington,2123 Texas Ave,18,1,YES,2,3,U,75527,13634,16145,37220,BMW,A3,2004,N
162,22,857481,1998-12-19,OH,100/300,2000,2047.59,56406,466604,MALE,JD,farming-fishing,paintball,unmarried,3947,0,2015-01-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,6608 MLK Hwy,19,1,YES,2,3,NO,69488,19456,12875,41671,Ford,M5,2007,N
356,19,218589,1991-11-09,IN,500/1000,2000,1734.28,18901,482317,FEMALE,MD,transport-moving,hiking,other-relative,1149,-73116,2015-01-15,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbrook,2117 Lincoln Hwy,14,1,YES,2,2,U,96796,6431,8315,60797,Toyota,92x,2007,Y
144,19,999435,1998-12-11,OH,250/500,1972,1572.6,42942,619427,FEMALE,JD,exec-managerial,polo,wife,562,-56012,2015-02-21,Vehicle Theft,U,Minor Damage,Police,SC,Columbus,7819 2nd Ave,10,1,U,1,3,YES,4816,2144,2177,5967,Volkswagen,A3,2011,N
237,24,436306,2014-12-10,OH,250/500,1002,1401.73,4243072,477549,MALE,High School,farming-fishing,chess,own-child,61211,-2012,2015-01-12,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbrook,3089 Oak Ridge,11,1,U,0,1,U,59086,11720,8090,37719,Ford,RSX,2011,Y
319,45,982603,1991-01-13,OH,250/500,962,1802.79,7105295,612676,FEMALE,MD,adm-clerical,base-jumping,wife,55969,0,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Riverwood,8336 1st Ridge,1,1,NO,1,1,NO,95908,13014,12194,61778,Suburu,RAM,1997,Y
380,43,878078,2001-09-12,IN,500/1000,500,1635.47,6840,469888,FEMALE,Associate,other-service,exercise,wife,1796,-34907,2015-01-07,Multi-vehicle Collision,Front Collision,Major Damage,Police,NC,Columbus,1320 Flute Lane,19,1,NO,1,2,YES,47915,7243,8333,68352,Nissan,TL,2013,N
276,38,973554,2013-07-09,IN,500/1000,530,1717.79,-123210,483652,MALE,MD,adm-clerical,hiking,unmarried,55616,0,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,4981 Weaver St,19,1,NO,0,2,U,86157,20186,20515,29187,Jeep,E400,2000,N
269,30,513155,1995-09-19,OH,100/300,1016,1785.26,-24201,430104,FEMALE,Masters,exec-managerial,paintball,wife,44903,0,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,7447 Lincoln Ridge,2,1,U,1,3,NO,66758,11945,11577,28913,Chevrolet,Impreza,2004,N
214,41,347224,1994-02-10,OH,100/300,1968,1750.18,-72154,610065,MALE,Associate,transport-moving,cross-fit,wife,1425,-60738,2015-02-19,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,2787 MLK St,1,3,YES,2,1,YES,68296,7095,13027,45627,Dodge,Corolla,2005,Y
146,33,100804,2013-02-04,IN,250/500,1011,1646.09,-947,457441,FEMALE,Associate,protective-serv,chess,not-in-family,0,-643,2015-02-02,Single Vehicle Collision,U,Minor Damage,Fire,PA,Hillsdale,4629 Elm Ridge,9,1,U,1,0,U,6755,0,423,2618,Toyota,Camry,1995,N
111,33,457734,2007-05-06,IN,250/500,977,1706.63,84445,463928,FEMALE,Associate,other-service,chess,not-in-family,76058,0,2015-01-28,Single Vehicle Collision,U,Total Loss,Other,SC,Riverwood,6493 Lincoln Lane,8,1,YES,2,1,NO,83479,16658,15510,65038,Suburu,Tahoe,2006,N
183,28,438078,1995-10-12,OH,250/500,924,1709.2,69363,616857,MALE,MD,sales,video-games,wife,87588,0,2015-02-10,Parked Car,U,Trivial Damage,None,WV,Northbrook,7733 Britain Lane,16,1,NO,0,3,NO,17824,2449,1270,11241,Toyota,Malibu,2007,N
339,42,810548,2014-11-14,OH,250/500,1968,1340.01,7656245,442288,FEMALE,MD,armed-forces,exercise,own-child,3615,0,2015-01-18,Vehicle Theft,U,Trivial Damage,None,PA,Northbrook,3771 4th St,11,1,YES,2,1,U,16865,1211,1740,6344,Chevrolet,92x,1998,N
286,25,704165,1994-04-07,IL,250/500,976,1434.08,7532567,470089,MALE,MD,exec-managerial,exercise,unmarried,71825,-2230,2015-02-15,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,1331 Britain Hwy,18,1,YES,2,3,NO,69816,16127,22479,49920,Nissan,95,2008,N
463,44,910754,1992-10-11,OH,500/1000,1006,1436.56,97800,618628,MALE,MD,machine-op-inspct,yachting,unmarried,2886,0,2015-01-10,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,6193 1st Hwy,3,1,NO,2,3,U,90174,13785,6628,31768,Suburu,MDX,1997,Y
193,24,409683,2003-08-16,OH,250/500,1023,1832.84,57262,463044,FEMALE,MD,craft-repair,cross-fit,unmarried,33037,-53395,2015-02-26,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Arlington,9728 Britain Hwy,19,1,YES,1,2,NO,84075,7843,18460,34880,Audi,A3,2003,Y
290,46,920336,2005-02-25,OH,100/300,1056,1302.87,-73154,494784,FEMALE,MD,tech-support,video-games,other-relative,580,-1716,2015-01-19,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Springfield,9879 Apache Drive,21,1,YES,0,2,NO,57230,11312,11372,50027,Dodge,Highlander,1996,Y
461,41,909161,2011-07-15,IN,100/300,943,1782.55,96667,603410,FEMALE,High School,craft-repair,bungie-jumping,unmarried,67915,-852,2015-02-22,Vehicle Theft,U,Minor Damage,None,NC,Arlington,1810 Elm Hwy,4,1,YES,0,2,NO,16614,1245,1881,10112,Toyota,Malibu,1998,N
179,30,548185,1991-11-03,IN,500/1000,2000,1616.97,4222072,614881,FEMALE,JD,machine-op-inspct,board-games,not-in-family,0,-29391,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Riverwood,1126 Texas Hwy,14,3,NO,2,3,U,73876,15451,14536,38419,Accura,Highlander,2006,N
227,40,943781,1994-06-07,IN,100/300,1039,1739.84,-57427,494312,FEMALE,MD,machine-op-inspct,basketball,wife,85347,-30547,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,4268 2nd Ave,5,1,YES,2,3,NO,95886,12456,7376,48397,Saab,Camry,2010,N
447,47,904034,1991-12-28,OH,250/500,1957,1822.24,175099,434991,FEMALE,Masters,protective-serv,movies,husband,2686,0,2015-01-18,Parked Car,U,Trivial Damage,None,PA,Hillsdale,8586 1st Ridge,5,1,YES,2,3,NO,12102,54,1177,4937,Toyota,Legacy,2009,N
263,37,313847,1991-11-09,IN,500/1000,2000,1598.27,94615,502597,FEMALE,JD,armed-forces,paintball,wife,3110,-3042,2015-01-12,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NC,Arlington,9043 Maple Hwy,16,1,NO,1,3,NO,59031,16095,8685,64392,Accura,Legacy,1998,Y
313,40,643739,2012-06-20,OH,100/300,500,1914.46,28212,469391,MALE,College,armed-forces,reading,wife,1380,0,2015-02-18,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,7846 Andromedia Drive,18,1,U,2,3,U,80734,18716,7654,42147,Nissan,93,2002,Y
418,32,631207,1992-02-29,IL,250/500,500,1755.0,118538,598491,FEMALE,Associate,tech-support,video-games,husband,76653,0,2015-02-02,Vehicle Theft,U,Trivial Damage,Police,SC,Hillsdale,4885 Oak Lane,7,1,YES,2,3,NO,8680,982,2385,6005,Nissan,Forrestor,2011,N
194,32,481917,1992-04-28,OH,250/500,1050,1931.64,92564,471985,MALE,JD,sales,kayaking,unmarried,69501,-62344,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Riverwood,5071 Flute Ridge,18,1,U,0,2,U,99046,8317,15955,37290,Chevrolet,Highlander,1995,N
285,37,985532,1998-01-29,OH,250/500,993,1461.68,50792,596238,FEMALE,PhD,tech-support,hiking,other-relative,0,0,2015-02-24,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Arlington,6608 MLK Hwy,15,4,NO,1,3,U,82852,13093,1363,57172,Suburu,Grand Cherokee,1996,N
287,24,817864,1991-10-05,OH,250/500,992,1786.89,37173,465759,FEMALE,PhD,tech-support,bungie-jumping,not-in-family,70029,-53111,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Hillsdale,8758 5th St,17,1,NO,1,3,U,67276,14505,17730,33625,Mercedes,95,1995,N
315,39,999435,2003-07-05,OH,250/500,930,1706.92,161216,454291,FEMALE,Associate,adm-clerical,kayaking,unmarried,0,0,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Hillsdale,9101 2nd Hwy,23,1,U,1,0,U,63479,8184,7660,25596,Mercedes,Malibu,1999,N
264,38,999435,2003-07-05,OH,250/500,980,1096.27,-10851,602162,FEMALE,JD,sales,kayaking,other-relative,53417,0,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbrook,1240 Tree Lane,0,1,NO,0,2,U,111451,8481,17207,64784,Suburu,Grand Cherokee,2015,N
276,27,787526,1996-09-21,IL,500/1000,982,1524.78,-106097,501949,MALE,Associate,farming-fishing,chess,unmarried,53010,-19322,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Riverwood,1815 Cherokee Drive,7,2,YES,2,3,NO,71409,6417,17493,37425,Nissan,Forrestor,2006,N
133,45,383498,1991-08-22,OH,100/300,1961,1231.96,28800,451272,FEMALE,Associate,armed-forces,kayaking,wife,2910,-11285,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Springfield,2533 Elm St,5,1,NO,1,0,NO,91205,4546,5630,71697,Suburu,95,2001,N
319,44,677164,2013-04-24,IN,100/300,500,1823.47,-69788,458651,FEMALE,JD,armed-forces,exercise,unmarried,1483,-4399,2015-02-09,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Columbus,2787 MLK St,19,3,YES,2,0,NO,64186,5513,7062,34312,Honda,Civic,1996,N
379,43,522199,1994-09-12,IL,500/1000,1871,1950.86,-32389,592196,FEMALE,Masters,exec-managerial,dancing,husband,41243,0,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,VA,Hillsdale,2533 Elm St,5,3,NO,2,3,NO,91310,7988,8114,66482,Nissan,MDX,2008,Y
293,32,764786,2011-12-12,IN,100/300,1022,1841.11,38405,449114,MALE,College,transport-moving,basketball,own-child,1962,-24718,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Arlington,3835 5th Ave,0,3,YES,2,2,U,63707,16506,6589,33409,Suburu,RAM,2002,Y
279,38,954520,2013-04-24,OH,250/500,1006,1452.87,18430,462905,MALE,MD,sales,kayaking,not-in-family,47585,0,2015-01-06,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Arlington,2275 Best Lane,5,1,U,2,3,NO,58483,9620,7306,58292,Dodge,92x,2000,N
121,36,999435,2012-10-11,OH,500/1000,500,1238.81,15367,435613,FEMALE,Associate,armed-forces,video-games,own-child,51683,0,2015-01-12,Vehicle Theft,U,Minor Damage,None,VA,Northbrook,8212 Flute Ridge,3,1,U,1,3,YES,11176,577,1218,10449,Toyota,RAM,2014,N
270,42,383693,1992-01-30,IL,250/500,1057,1692.19,101272,456001,FEMALE,Associate,exec-managerial,golf,wife,1614,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Riverwood,5051 Elm St,2,1,NO,1,1,U,90149,9428,7854,46032,Accura,92x,2004,N
236,30,956299,1995-09-06,OH,500/1000,994,1912.45,-111486,470463,FEMALE,High School,tech-support,sleeping,wife,22275,0,2015-01-13,Single Vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,8576 Andromedia St,1,1,U,1,3,U,68659,16920,6238,47090,Nissan,Silverado,1999,N
352,37,932375,1990-01-27,OH,500/1000,976,1527.18,110227,430104,FEMALE,JD,exec-managerial,cross-fit,wife,1301,0,2015-02-24,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Riverwood,6493 Lincoln Lane,1,3,NO,2,0,YES,83140,19124,8494,54279,Accura,X5,2002,Y
173,32,387506,1995-07-16,IL,500/1000,1015,1506.33,4642936,607882,FEMALE,PhD,sales,cross-fit,own-child,768,-45722,2015-02-10,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,2533 Elm St,11,3,NO,1,0,NO,83497,7675,6282,36991,Chevrolet,Wrangler,1999,N
362,38,549655,2010-09-27,OH,100/300,1025,1572.48,-18434,489490,FEMALE,Associate,sales,paintball,husband,56916,-37258,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Northbend,8995 1st Ave,4,1,NO,0,2,U,82021,7283,6729,51724,Audi,Passat,2007,Y
278,40,839171,1991-12-28,OH,500/1000,1956,1522.19,-6447,441632,MALE,Associate,protective-serv,skydiving,unmarried,70682,-168,2015-01-06,Parked Car,U,Trivial Damage,None,SC,Northbrook,4981 Weaver St,7,1,U,0,3,U,18529,313,0,6420,Toyota,RAM,1999,Y
264,33,725460,1992-08-05,OH,500/1000,500,1281.52,-91365,471813,MALE,JD,tech-support,polo,unmarried,0,-1042,2015-02-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NC,Riverwood,3089 Oak Ridge,1,1,NO,0,2,NO,91204,13264,8800,67886,Chevrolet,Silverado,2008,Y
194,45,303177,2007-03-03,IL,100/300,974,1764.68,-8626,456538,FEMALE,High School,tech-support,dancing,unmarried,529,0,2015-02-21,Vehicle Theft,Rear Collision,Major Damage,None,WV,Springfield,2986 MLK Drive,4,1,U,1,1,NO,15231,6774,821,4943,Saab,Passat,2002,N
479,35,825636,2007-02-07,IN,500/1000,965,1456.08,-11502,472907,FEMALE,Masters,farming-fishing,chess,other-relative,621,0,2015-01-02,Parked Car,U,Trivial Damage,None,VA,Riverwood,7900 Sky Hwy,1,1,NO,2,3,U,13746,335,899,2920,BMW,95,2001,N
295,42,932822,1996-08-23,OH,250/500,1844,1786.72,-149453,481253,MALE,JD,priv-house-serv,board-games,wife,0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbrook,3061 Francis Hwy,18,3,YES,2,1,NO,87766,13855,7835,29393,Toyota,Neon,2013,Y
341,37,817025,2007-03-11,IN,100/300,954,1764.55,30028,480991,FEMALE,PhD,tech-support,video-games,unmarried,346,-43215,2015-01-21,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,6678 Weaver Drive,21,1,YES,2,0,NO,103201,15134,13199,61077,Chevrolet,Forrestor,2001,Y
270,21,576652,1997-12-25,IN,250/500,540,1825.83,-3673,466940,FEMALE,JD,armed-forces,base-jumping,husband,0,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,8749 Tree St,7,1,YES,2,2,NO,87779,14462,8655,61412,Nissan,Camry,2000,N
132,28,603998,2008-02-10,OH,500/1000,1921,1861.62,1148,462435,FEMALE,JD,sales,polo,unmarried,1295,-31658,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Arlington,1833 Solo Ave,19,1,U,2,2,U,113288,16905,12961,58980,Nissan,A3,1996,N
479,30,999435,1991-07-02,IN,250/500,943,1701.59,100729,440719,MALE,Masters,tech-support,yachting,own-child,83016,0,2015-02-20,Multi-vehicle Collision,U,Minor Damage,Fire,NY,Northbrook,4972 Francis Lane,19,1,YES,1,2,NO,14737,14473,1080,60508,Nissan,Civic,2014,Y
132,32,379010,1996-08-23,OH,250/500,508,1179.49,-70248,446234,FEMALE,College,farming-fishing,dancing,not-in-family,32032,-38483,2015-02-11,Parked Car,Side Collision,Major Damage,Police,NC,Northbend,7877 Sky Lane,18,4,U,1,1,NO,45722,5085,7217,34913,Suburu,Camry,2003,N
231,28,672437,2011-09-27,OH,500/1000,1018,1800.93,78502,452240,MALE,High School,priv-house-serv,golf,unmarried,1308,0,2015-02-12,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbrook,9293 Pine Lane,9,1,YES,2,3,NO,86525,4823,4929,36608,Toyota,95,2000,N
